course,uni_name,Fee,Introduction,Duration,Link,Address,Contact
Bachelor of Urban and Regional Planning with Honours,Universiti Teknologi Malaysia,11080,"
The profession of urban and regional planning is concerned with the planning, designing and managing of the built environment. It is interdisciplinary in nature and integrates both the art and science of creating a better quality of life in a sustainable environment. At the local level the profession deals with the planning and designing of neighbourhoods, towns and cities. In contrast, the profession focuses on strategic and structural planning at the regional and national level. The profession seeks to balance between society and environment by managing developments through policies, strategies and plans.
The Urban and Regional Planning programme emphasises technical, strategic and generic skills demanded of planners. Students are instilled with knowledge on principles of planning, creativity in designing and problem solving, analytical and strategic thinking, as well as competency in research and practice.",4,http://builtsurvey.utm.my/academic/undergraduate/urban-regional-planning/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Landscape Architecture with Honours,Universiti Teknologi Malaysia,11080,"
The programme was designed and implemented since 1993 which was inspired on the core understanding of Man as the steward of the Earth and based on the design and built philosophy. It aims to produce professionals who are competent and technically knowledgeable as well as being critical and creative in problem solving on issues pertaining to aspects of heritage, tropical, urban and natural resources.
Landscape architecture combines both art and science. It is a profession that involves the design, planning and management or exterior spaces through the use of land and water elements in creating outdoor spaces which are practical and aesthetically pleasant. The works of a landscape architect does not only add value but also provide comfortable outdoor environment in residential areas, work and playing spaces. Landscape architecture is a discipline that covers a diverse scope ranging from the design of exterior landscapes within urban, rural, communal, ecological and regional areas. Landscape architects serve not only as designers but help to create landscape that responds to human habitation in diverse cultural and ecological contexts.",4,http://builtsurvey.utm.my/academic/landscape-architecture/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Geomatics Engineering with Honours,Universiti Teknologi Malaysia,12400,NA,4,http://builtsurvey.utm.my/academic/bachelor-of-engineering-geomatic/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Science Geoinformatics with Honours,Universiti Teknologi Malaysia,11960,"
Geoinformatics is the art and science of gathering, processing, manipulating, managing, disseminating and applying geospatial data. The B.Sc. (Geoinformatics) programme is intended to produce professionals who are capable of using information technology (IT) to handle geospatial information for the economic, social and physical development of the country. Since its inception, as many as 556 graduates had successfully completed this programme.",4,http://builtsurvey.utm.my/academic/bachelor-of-science-geoinformatics/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Science in Land Administration and Development with Honours,Universiti Teknologi Malaysia,11960,"
Bachelor of Science in Land Administration and Development is designed to produce graduates who are competent and knowledgeable in land matters to manage the challenges of land administration system in the 21st century. It is the intention of this programme to make land administration as one of the profession that could enhance the land delivery system of the nation. The sub-disciplines covered in the programme include : • Property Development • Property Valuation • Property Marketing • Property Investment • Property Economies Graduates are currently employed in public and private sectors. They are also capable to establish their own practice offering services to clients of diverse backgrounds, relating to land administration, management and development. The syllabus of the programme has been designed to include subjects ranging from law, policy, planning, economics, surveying, valuation, and land development to subjects on technical matters such as land information system including Geographic Information System (GIS), and the institutional set up of the Malaysian Land Administration System.",4,http://builtsurvey.utm.my/academic/bachelor-of-science-land-administration-development/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Property Management with Honours,Universiti Teknologi Malaysia,11080,"
The property management degree programme run by the department is the rst real estate degree programme in the country. The programme is mainly designed to meet the different real estate professional needs in the region. From time to time changes were made to the programme to re ect the changing needs of the industry.The competitiveness of the real estate industry across the region has affected practitioner’s expectation of graduates in the eld. The changing trend in the industry from purely knowledge based professionals to one with knowledge and human skills have change the way real estate professionals are trained. Currently the outcome based education (OBE) is being practiced here to ensure that the objectives of the programs are attained.",4,http://builtsurvey.utm.my/academic/bachelor-of-property-management/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Science (Biology) with Honours,Universiti Teknologi Malaysia,11960,"Graduates from this programme have found empployment in private and government sectors research institutes as well as various other position among which are academicians, microbiologist, product specialist, research officer, clinical coordinator, project manager, environmental officer and postdoctoral researcher. Our graduates also have opted to pursue MSc or PhD degrees locally or abroad in advanced field of bioscience such as cell signalling, cancer and stem cell research, protein chemistry, genomics, proteomics and structural biology",4,https://science.utm.my/undergraduate/b-sc-biology/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Science (Chemistry) with Honours,Universiti Teknologi Malaysia,11960,"The objectives of the Bachelor of Science in Chemistry are to provide the knowledge, skills, and attributes that should be achieved by the graduates for a successful career. The graduate should be able to:

Become chemists who are competent, innovative and productive in addressing chemistry issues in chemical related industries.
Develop professionally with proficient soft skills to adapt to a range of contacts and audiences.
Demonstrate high standard of ethics, pure values and social responsibilities.",4,https://science.utm.my/undergraduate/b-sc-in-chemistry/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Science (Mathematics) with Honours,Universiti Teknologi Malaysia,11960,"Graduates of this programme can work as

Academicians and researchers in institutions of higher learning.
Researchers at R&D departments in government-linked companies (GLC) or multinationals.
Financial executives in financial institutions.
Administrative officers in government establishments or private sectors.
Sales and marketing executives.",4,https://science.utm.my/undergraduate/b-sc-in-mathematics/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Science (Physics) with Honours,Universiti Teknologi Malaysia,11960,"Graduates of the program will be able to pursue careers in the following:

Academics – Higher learning institutions (following pursuance of their degree qualifications to Masters of PhD levels)
Research Officers – Research Institutes, higher learning institutions and Industries
Science Officers – Research Institutes, higher learning institutions and Industries
Physics Teachers – Schools and colleges
Quality Control/Assurance and Marketing Officers – Agencies and Industries",4,https://science.utm.my/undergraduate/b-sc-in-physics/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Science (Industrial Biology) with Honours,Universiti Teknologi Malaysia,11960,"Most of our graduates move directly into full-time employment, including Malaysian biological and non-biological based industries, government or private sectors and any other public services. These include hospitals, universities or research institutes such as IMR, MARDI, FRIM, SIRIM and MPOB. Graduates from this programme are employed as Microbiologist, Biotechnology Engineer, Research Officer, Clinical Coordinator, Project Manager, Environmental Officer, Product Specialist Postdoctoral position etc. Some of the graduates pursue their study locally or abroad in more advanced field of biotechnology such as cancer and stem cell research, proteomics and metabolic engineering. A number of them became an academia in universities or private learning institutes.",4,https://science.utm.my/undergraduate/b-sc-industrial-biology/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Science (Industrial Chemistry) with Honours,Universiti Teknologi Malaysia,11960,"Graduates of the program can work as

chemists or scientists in government research institutions such as MARDI, Malaysia Palm Oil Board (MPOB), RRI, PRSS, AMREC, SIRIM, Jabatan Kimia Malaysia and Malaysian Nuclear Agency (Nuclear Malaysia).
chemists or process engineers in private sectors such as in petrochemicals, rubber, palm oil, pharmaceuticals, textiles and dyes, cosmeceuticals, electronics, water treatment and food processing companies.
academics or researchers in higher learning institutions, following pursuance of their degree qualifications to Masters or PhD levels.
quality control or quality assurance and marketing officers in agencies or industries in which sound knowledge of chemistry skills are required.",4,https://science.utm.my/undergraduate/b-sc-in-industrial-chemistry/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Science (Industrial Mathematics) with Honours,Universiti Teknologi Malaysia,11960,"Graduates of this programme can work as

Quality assurance manager, production control engineer and planning officer in industries such as manufacturing, telecommunications and oil & gas.
Statisticians, operations research analysts, sales and marketing executives in service industries.
Financial executives in financial institutions.
Administrative officers in public and private sectors.
Academicians and researchers in academic and research institutions.",4,https://science.utm.my/undergraduate/b-sc-in-industrial-mathematics/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Science (Industrial Physics) with Honours,Universiti Teknologi Malaysia,11960,"This program prepares graduates to pursue careers in various industries such as industrial supervisor, human resource manager, instrumentation services manager, quality control and production engineer and Occupational Health Officers. In public sectors, the graduate may pursue carrier as Science Officer, Research Scientist, Meteorologist and etc.",4,https://science.utm.my/undergraduate/b-sc-in-industrial-physics/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Accounting with Honours,Universiti Teknologi Malaysia,11080,"
To produce competent and versatile accounting graduates who are able to be leaders in organizations.
To produce accounting graduates who are ethical, outstanding, and have high confidence to uphold the accounting profession.
To provide a platform for graduates to develop career and education in the accounting profession.
To produce accounting graduates with effective interpersonal skills.",4,https://business.utm.my/our-programmes/bachelorjb/bachelor-of-accounting/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Management (Marketing) with Honours,Universiti Teknologi Malaysia,11080,"
Demonstrate competency in solving business problems related to marketing.
Practice professional ethics, good leadership qualities and possess effective interpersonal skills.
Embark to lifelong learning programs, engage in entrepreneurial activities and adapt to global environment and societal needs.",4,https://business.utm.my/our-programmes/bachelorjb/bachelor-of-management-marketing/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Management (Technology) with Honours,Universiti Teknologi Malaysia,11080,"
Competent in solving organizational problems related to management of technology.
Practice professional ethics, good leadership qualities and possess effective interpersonal skills.
Embark on lifelong learning programs, engage in entrepreneurial activities and adapt to the global environment and societal needs.
Attain a total of not less than 131 credit hours with minimum CGPA of 2.0.
Pass industrial training (equivalent to 12 credit hours).
Complete and pass the undergraduate research project (6 credit hours).",4,https://business.utm.my/our-programmes/bachelorjb/bachelor-of-management-technology/,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of  Education (Islamic Studies) with Honours,Universiti Teknologi Malaysia,11960,NA,4,NA,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Science with Education (Mathematics) with Honours,Universiti Teknologi Malaysia,11960,NA,4,NA,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Science with Education (Physics) with Honours,Universiti Teknologi Malaysia,11960,NA,4,NA,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor of Science with Education (Chemistry) with Honours,Universiti Teknologi Malaysia,11960,NA,4,NA,"UNIVERSITI TEKNOLOGI MALAYSIA, 81310 Skudai, Johor Bahru, Johor, Malaysia.","Phone : +6 07-553 3333
Email : corporate@utm.my
https://www.utm.my/"
Bachelor Of Science with Honours (Industrial Design),Universiti Teknologi Malaysia,9510,"Industrial design is the integration of aesthetics, technology, ergonomic and marketing – know- how into new products, in which needs of people are transformed into potentially commercially products.

The Industrial Design programme curriculum at Razak Faculty of Technology and Informatics as a whole can be regarded as one big creative-course, directed towards new products as commercially and business-oppournities. Through a series of design-projects, which is the core of the curriculum, the students get to go through a creative problem-solving design attitude. This inculcates the attitude that evokes interest in applicable know-how and skills. The curriculum is balanced in such away, that knowledge and skills learned through courses can almost immediately be applied in the product design project.

The industrial design is a four-year programme. There is a internship in the third year with company locally and planning abroad. The education model we apply at Industrial Design Razak Faculty of Technology and Informatics is unique in Malaysia. Students will work in a simulated professional design environment, where they work in groups and individuals. The students are also given related individual assignments. About 80% of the student’s time is spent on the core courses, about 20% on university compulsory courses in which students acquire basic knowledge and skills. The programme course consists of basic training and subsequently specialisation in different areas.

Students are thoroughly introduced to the design profession in the first year, so they will find out quite quickly whether they are suited to it or not. All students develop a digital portfolio detailing their experience during the course of their studies showing what they have created or learnt. Students are graded on their portfolios and formal examinations. Successful completion of the programme in Industrial Design results in Bachelor of Science with Honours Industrial Design.",4,http://razak.utm.my/bachelor-of-science-industrial-design/,"Jalan Sultan Yahya Petra, Kampung Datuk Keramat, 54100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur","Phone : +6 03-2615 4100
Email : corporate.kl@utm.my
https://kl.utm.my/"
Bachelor of Electronic System Engineering with Honours,Universiti Teknologi Malaysia,40000,"Electronic Systems Engineering is a broad engineering field that encompasses many subfields including those that deal with power, instrumentation engineering, telecommunications, semiconductor circuit design, and many others. Elective courses are offered in specialized areas namely Industrial Automation System, Bioelectronics System and Embedded System",4,http://mjiit.utm.my/bachelor-of-electronic-systems-engineering-details/,"Jalan Sultan Yahya Petra, Kampung Datuk Keramat, 54100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur","Phone : +6 03-2615 4100
Email : corporate.kl@utm.my
https://kl.utm.my/"
Bachelor of Mechanical Precision Engineering with Honours,Universiti Teknologi Malaysia,40000,"Mechanical Precision Engineering program was designed for students who wish to aquire a solid foundation  in mechanical engineering with deep knowledge of the principles and practice of precision engineering. Precision engineers utilize the principles of precision engineeering, applied physics, mechatronics and manufacturing to help transfer new technologies, discoveries, inventions into machines or products that satisfy demanding accuracy, repeatability and speed requirements. Elective courses offered are Nano and Micro Technology, Robotics and Mechatronics and Advanced Processing Technology.",4,http://mjiit.utm.my/bachelor-of-mechanical-precision-engineering-details/,"Jalan Sultan Yahya Petra, Kampung Datuk Keramat, 54100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur","Phone : +6 03-2615 4100
Email : corporate.kl@utm.my
https://kl.utm.my/"
Bachelor of Chemical Process Engineering with Honours,Universiti Teknologi Malaysia,40000,"5The Chemical Process Engineering program is offered to develop the engineers and scientists who can manage problems in construction and operation of complex systems such as energy production systems, chemical plants, food processing systems, biological processes or problems in environmental conservation.",4,http://mjiit.utm.my/bachelor-of-chemical-process-engineering-details/,"Jalan Sultan Yahya Petra, Kampung Datuk Keramat, 54100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur","Phone : +6 03-2615 4100
Email : corporate.kl@utm.my
https://kl.utm.my/"
Bachelor of Computer Science (Software Engineering) with Honours,Universiti Teknologi Malaysia,40000,"Software Engineering uses an engineering approach in the development, operation and maintenance of large scale software. A software engineer needs to be able to employ systematic technical and management methods in the creation of high quality software. The Bachelor of Computer Science specializing in Software Engineering is designed to support the nation’s need for professional and capable software engineers to undertake the task of increasing the effectiveness and performance of both the public and private sectors. To further support this goal, the course is closely associated with the Malaysian Software Testing Board (MSTB) certifications and Hewlett-Packard (HP) Software Testing Program.",4,http://engineering.utm.my/computing/bachelor-of-computer-science-software-engineering/,"Jalan Sultan Yahya Petra, Kampung Datuk Keramat, 54100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur","Phone : +6 03-2615 4100
Email : corporate.kl@utm.my
https://kl.utm.my/"
